DB,Collection,Metric,VectorDim,NumVectors,BatchID,BatchSize,ThreadCount,BatchTime(s),TotalInsertedSoFar,TotalTimeElapsed(s),CPU(%),Memory(MB)
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,1,4,1,0.559,4,0.563,60.5,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,2,4,1,0.009,8,0.571,0.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,3,4,1,0.007,12,0.579,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,4,4,1,0.009,16,0.588,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,5,4,1,0.008,20,0.596,0.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,6,4,1,0.009,24,0.605,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,7,4,1,0.011,28,0.616,0.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,8,4,1,0.012,32,0.628,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,9,4,1,0.015,36,0.643,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,10,4,1,0.012,40,0.658,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,11,4,1,0.013,44,0.668,85.7,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,12,4,1,0.009,48,0.678,0.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,13,4,1,0.007,52,0.685,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,14,4,1,0.009,56,0.694,0.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,15,4,1,0.008,60,0.702,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,16,4,1,0.009,64,0.712,0.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,17,4,1,0.007,68,0.722,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,18,4,1,0.010,72,0.728,83.3,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,19,4,1,0.006,76,0.735,0.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,20,4,1,0.008,80,0.743,0.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,21,4,1,0.054,84,0.796,88.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,22,4,1,0.008,88,0.803,0.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,23,4,1,0.008,92,0.813,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,24,4,1,0.007,96,0.823,0.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,25,4,1,0.010,100,0.832,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,26,4,1,0.015,104,0.846,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,27,4,1,0.009,108,0.855,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,28,4,1,0.008,112,0.864,0.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,29,4,1,0.011,116,0.873,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,30,4,1,0.007,120,0.884,0.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,31,4,1,0.009,124,0.890,100.0,106.9
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,32,4,1,0.010,128,0.902,0.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,33,4,1,0.012,132,0.911,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,34,4,1,0.011,136,0.924,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,35,4,1,0.008,140,0.931,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,36,4,1,0.028,144,0.959,77.8,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,37,4,1,0.017,148,0.976,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,38,4,1,0.021,152,0.997,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,39,4,1,0.022,156,1.018,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,40,4,1,0.014,160,1.033,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,41,4,1,0.026,164,1.060,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,42,4,1,0.023,168,1.082,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,43,4,1,0.013,172,1.094,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,44,4,1,0.008,176,1.102,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,45,4,1,0.053,180,1.156,79.2,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,46,4,1,0.008,184,1.164,0.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,47,4,1,0.007,188,1.170,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,48,4,1,0.014,192,1.185,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,49,4,1,0.011,196,1.196,0.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,50,4,1,0.008,200,1.206,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,51,4,1,0.009,204,1.213,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,52,4,1,0.007,208,1.224,0.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,53,4,1,0.013,212,1.233,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,54,4,1,0.015,216,1.248,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,55,4,1,0.011,220,1.258,0.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,56,4,1,0.011,224,1.270,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,57,4,1,0.010,228,1.280,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,58,4,1,0.008,232,1.288,0.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,59,4,1,0.009,236,1.296,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,60,4,1,0.007,240,1.304,0.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,61,4,1,0.011,244,1.315,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,62,4,1,0.008,248,1.323,100.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,63,4,1,0.007,252,1.331,0.0,107.0
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,64,4,1,0.008,256,1.339,42.9,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,65,4,1,0.007,260,1.347,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,66,4,1,0.007,264,1.353,80.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,67,4,1,0.007,268,1.360,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,68,4,1,0.008,272,1.368,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,69,4,1,0.008,276,1.376,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,70,4,1,0.007,280,1.382,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,71,4,1,0.007,284,1.390,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,72,4,1,0.008,288,1.398,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,73,4,1,0.007,292,1.405,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,74,4,1,0.008,296,1.414,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,75,4,1,0.009,300,1.423,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,76,4,1,0.011,304,1.435,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,77,4,1,0.010,308,1.444,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,78,4,1,0.007,312,1.451,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,79,4,1,0.009,316,1.460,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,80,4,1,0.008,320,1.467,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,81,4,1,0.007,324,1.474,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,82,4,1,0.007,328,1.481,66.7,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,83,4,1,0.006,332,1.490,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,84,4,1,0.008,336,1.495,50.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,85,4,1,0.006,340,1.501,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,86,4,1,0.008,344,1.511,87.5,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,87,4,1,0.006,348,1.516,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,88,4,1,0.009,352,1.526,66.7,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,89,4,1,0.007,356,1.532,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,90,4,1,0.008,360,1.541,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,91,4,1,0.007,364,1.547,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,92,4,1,0.007,368,1.555,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,93,4,1,0.008,372,1.562,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,94,4,1,0.008,376,1.571,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,95,4,1,0.008,380,1.578,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,96,4,1,0.007,384,1.586,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,97,4,1,0.008,388,1.594,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,98,4,1,0.009,392,1.605,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,99,4,1,0.008,396,1.611,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,100,4,1,0.007,400,1.618,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,101,4,1,0.008,404,1.627,50.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,102,4,1,0.009,408,1.635,83.3,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,103,4,1,0.007,412,1.643,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,104,4,1,0.007,416,1.650,71.4,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,105,4,1,0.008,420,1.658,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,106,4,1,0.007,424,1.666,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,107,4,1,0.010,428,1.676,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,108,4,1,0.008,432,1.683,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,109,4,1,0.008,436,1.693,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,110,4,1,0.008,440,1.700,66.7,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,111,4,1,0.006,444,1.706,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,112,4,1,0.007,448,1.714,50.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,113,4,1,0.006,452,1.720,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,114,4,1,0.008,456,1.727,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,115,4,1,0.007,460,1.734,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,116,4,1,0.007,464,1.742,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,117,4,1,0.007,468,1.749,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,118,4,1,0.006,472,1.756,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,119,4,1,0.009,476,1.763,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,120,4,1,0.007,480,1.774,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,121,4,1,0.008,484,1.778,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,122,4,1,0.006,488,1.784,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,123,4,1,0.009,492,1.793,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,124,4,1,0.006,496,1.799,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,125,4,1,0.007,500,1.807,66.7,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,126,4,1,0.007,504,1.812,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,127,4,1,0.006,508,1.818,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,128,4,1,0.010,512,1.828,83.3,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,129,4,1,0.007,516,1.835,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,130,4,1,0.008,520,1.843,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,131,4,1,0.006,524,1.851,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,132,4,1,0.008,528,1.858,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,133,4,1,0.007,532,1.865,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,134,4,1,0.008,536,1.873,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,135,4,1,0.008,540,1.880,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,136,4,1,0.008,544,1.888,66.7,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,137,4,1,0.006,548,1.894,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,138,4,1,0.008,552,1.902,83.3,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,139,4,1,0.007,556,1.909,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,140,4,1,0.007,560,1.916,50.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,141,4,1,0.007,564,1.924,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,142,4,1,0.007,568,1.931,60.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,143,4,1,0.007,572,1.938,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,144,4,1,0.007,576,1.946,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,145,4,1,0.007,580,1.952,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,146,4,1,0.007,584,1.959,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,147,4,1,0.007,588,1.966,83.3,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,148,4,1,0.006,592,1.973,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,149,4,1,0.008,596,1.980,50.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,150,4,1,0.006,600,1.986,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,151,4,1,0.007,604,1.993,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,152,4,1,0.008,608,2.001,66.7,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,153,4,1,0.007,612,2.008,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,154,4,1,0.007,616,2.015,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,155,4,1,0.012,620,2.028,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,156,4,1,0.007,624,2.034,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,157,4,1,0.008,628,2.042,85.7,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,158,4,1,0.006,632,2.049,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,159,4,1,0.009,636,2.058,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,160,4,1,0.007,640,2.065,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,161,4,1,0.007,644,2.074,83.3,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,162,4,1,0.007,648,2.079,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,163,4,1,0.007,652,2.087,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,164,4,1,0.007,656,2.094,85.7,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,165,4,1,0.007,660,2.101,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,166,4,1,0.007,664,2.108,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,167,4,1,0.007,668,2.115,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,168,4,1,0.008,672,2.124,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,169,4,1,0.007,676,2.131,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,170,4,1,0.008,680,2.139,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,171,4,1,0.008,684,2.146,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,172,4,1,0.006,688,2.152,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,173,4,1,0.007,692,2.160,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,174,4,1,0.008,696,2.167,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,175,4,1,0.007,700,2.176,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,176,4,1,0.008,704,2.183,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,177,4,1,0.006,708,2.189,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,178,4,1,0.008,712,2.197,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,179,4,1,0.007,716,2.204,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,180,4,1,0.009,720,2.214,83.3,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,181,4,1,0.007,724,2.221,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,182,4,1,0.012,728,2.233,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,183,4,1,0.008,732,2.241,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,184,4,1,0.007,736,2.248,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,185,4,1,0.007,740,2.257,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,186,4,1,0.009,744,2.264,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,187,4,1,0.007,748,2.273,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,188,4,1,0.008,752,2.279,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,189,4,1,0.006,756,2.286,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,190,4,1,0.007,760,2.293,50.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,191,4,1,0.006,764,2.298,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,192,4,1,0.007,768,2.307,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,193,4,1,0.007,772,2.312,71.4,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,194,4,1,0.007,776,2.319,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,195,4,1,0.007,780,2.327,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,196,4,1,0.006,784,2.333,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,197,4,1,0.008,788,2.341,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,198,4,1,0.007,792,2.349,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,199,4,1,0.008,796,2.356,83.3,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,200,4,1,0.007,800,2.365,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,201,4,1,0.008,804,2.371,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,202,4,1,0.008,808,2.380,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,203,4,1,0.008,812,2.387,66.7,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,204,4,1,0.006,816,2.393,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,205,4,1,0.007,820,2.401,83.3,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,206,4,1,0.007,824,2.408,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,207,4,1,0.008,828,2.416,83.3,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,208,4,1,0.008,832,2.425,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,209,4,1,0.012,836,2.435,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,210,4,1,0.010,840,2.445,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,211,4,1,0.008,844,2.453,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,212,4,1,0.006,848,2.460,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,213,4,1,0.008,852,2.468,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,214,4,1,0.008,856,2.476,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,215,4,1,0.010,860,2.485,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,216,4,1,0.008,864,2.493,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,217,4,1,0.008,868,2.501,83.3,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,218,4,1,0.006,872,2.509,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,219,4,1,0.008,876,2.515,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,220,4,1,0.007,880,2.525,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,221,4,1,0.008,884,2.531,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,222,4,1,0.009,888,2.540,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,223,4,1,0.012,892,2.551,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,224,4,1,0.009,896,2.561,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,225,4,1,0.006,900,2.567,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,226,4,1,0.008,904,2.576,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,227,4,1,0.007,908,2.582,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,228,4,1,0.008,912,2.590,85.7,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,229,4,1,0.007,916,2.597,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,230,4,1,0.007,920,2.606,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,231,4,1,0.007,924,2.612,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,232,4,1,0.007,928,2.619,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,233,4,1,0.012,932,2.632,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,234,4,1,0.010,936,2.641,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,235,4,1,0.007,940,2.648,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,236,4,1,0.008,944,2.655,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,237,4,1,0.008,948,2.663,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,238,4,1,0.007,952,2.674,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,239,4,1,0.009,956,2.680,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,240,4,1,0.007,960,2.688,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,241,4,1,0.007,964,2.694,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,242,4,1,0.007,968,2.702,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,243,4,1,0.007,972,2.710,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,244,4,1,0.008,976,2.717,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,245,4,1,0.007,980,2.726,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,246,4,1,0.008,984,2.733,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,247,4,1,0.006,988,2.740,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,248,4,1,0.008,992,2.747,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,249,4,1,0.007,996,2.755,0.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,250,4,1,0.009,1000,2.762,100.0,107.1
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,1,4,2,0.008,4,0.045,61.1,107.7
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,2,4,2,0.053,8,0.092,85.0,107.7
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,3,4,2,0.050,12,0.096,0.0,107.7
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,4,4,2,0.009,16,0.101,0.0,107.7
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,5,4,2,0.010,20,0.106,100.0,107.7
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,6,4,2,0.010,24,0.111,0.0,107.7
Milvus,NewsArticle_L2_32d_1000v,L2,32,1000,7,4,2,0.011,28,0.118,0.0,107.7
