DB,Collection,Metric,VectorDim,NumVectors,BatchID,BatchSize,ThreadCount,BatchTime(s),TotalInsertedSoFar,TotalTimeElapsed(s),CPU(%),Memory(MB)
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,104,8,2,0.011,832,0.644,83.3,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,105,8,2,0.010,840,0.649,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,106,8,2,0.011,848,0.655,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,107,8,2,0.011,856,0.659,100.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,108,8,2,0.009,864,0.664,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,109,8,2,0.009,872,0.669,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,110,8,2,0.011,880,0.675,83.3,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,111,8,2,0.012,888,0.682,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,112,8,2,0.011,896,0.686,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,113,8,2,0.010,904,0.691,71.4,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,114,8,2,0.009,912,0.697,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,115,8,2,0.011,920,0.702,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,116,8,2,0.011,928,0.707,100.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,117,8,2,0.010,936,0.713,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,118,8,2,0.011,944,0.718,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,119,8,2,0.011,952,0.723,83.3,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,120,8,2,0.010,960,0.728,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,121,8,2,0.011,968,0.733,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,122,8,2,0.011,976,0.739,42.9,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,123,8,2,0.010,984,0.744,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,124,8,2,0.011,992,0.749,0.0,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,125,8,2,0.011,1000,0.753,83.3,110.2
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,1,8,4,0.011,8,0.015,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,3,8,4,0.010,16,0.024,83.3,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,2,8,4,0.014,24,0.027,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,4,8,4,0.013,32,0.028,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,5,8,4,0.011,40,0.029,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,6,8,4,0.010,48,0.030,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,7,8,4,0.010,56,0.032,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,8,8,4,0.013,64,0.037,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,9,8,4,0.015,72,0.040,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,11,8,4,0.017,80,0.046,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,10,8,4,0.021,88,0.049,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,12,8,4,0.013,96,0.054,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,13,8,4,0.018,104,0.059,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,15,8,4,0.014,112,0.060,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,14,8,4,0.018,120,0.064,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,16,8,4,0.017,128,0.070,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,17,8,4,0.012,136,0.074,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,18,8,4,0.014,144,0.077,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,19,8,4,0.013,152,0.078,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,20,8,4,0.012,160,0.080,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,21,8,4,0.013,168,0.089,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,22,8,4,0.011,176,0.092,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,23,8,4,0.012,184,0.097,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,24,8,4,0.015,192,0.101,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,26,8,4,0.010,200,0.102,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,25,8,4,0.015,208,0.105,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,27,8,4,0.012,216,0.107,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,28,8,4,0.013,224,0.109,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,29,8,4,0.016,232,0.114,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,30,8,4,0.016,240,0.117,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,31,8,4,0.015,248,0.119,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,32,8,4,0.016,256,0.122,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,33,8,4,0.013,264,0.127,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,34,8,4,0.013,272,0.131,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,35,8,4,0.012,280,0.132,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,36,8,4,0.015,288,0.136,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,37,8,4,0.014,296,0.140,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,39,8,4,0.015,304,0.145,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,38,8,4,0.018,312,0.148,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,40,8,4,0.016,320,0.153,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,42,8,4,0.010,328,0.155,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,41,8,4,0.015,336,0.157,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,43,8,4,0.015,344,0.163,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,44,8,4,0.012,352,0.165,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,45,8,4,0.016,360,0.172,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,46,8,4,0.017,368,0.174,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,47,8,4,0.013,376,0.178,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,48,8,4,0.014,384,0.182,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,49,8,4,0.011,392,0.184,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,50,8,4,0.011,400,0.186,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,51,8,4,0.015,408,0.190,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,52,8,4,0.014,416,0.196,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,53,8,4,0.014,424,0.199,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,54,8,4,0.015,432,0.200,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,55,8,4,0.014,440,0.204,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,56,8,4,0.015,448,0.207,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,58,8,4,0.014,456,0.213,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,57,8,4,0.019,464,0.216,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,59,8,4,0.013,472,0.217,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,60,8,4,0.015,480,0.222,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,61,8,4,0.011,488,0.225,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,62,8,4,0.014,496,0.229,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,63,8,4,0.015,504,0.232,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,65,8,4,0.010,512,0.235,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,64,8,4,0.015,520,0.237,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,66,8,4,0.013,528,0.242,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,67,8,4,0.013,536,0.245,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,68,8,4,0.015,544,0.251,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,69,8,4,0.015,552,0.256,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,70,8,4,0.012,560,0.261,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,71,8,4,0.016,568,0.264,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,72,8,4,0.014,576,0.267,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,73,8,4,0.014,584,0.273,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,74,8,4,0.013,592,0.277,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,75,8,4,0.009,600,0.278,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,76,8,4,0.012,608,0.279,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,77,8,4,0.013,616,0.283,83.3,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,79,8,4,0.013,624,0.285,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,78,8,4,0.018,632,0.293,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,80,8,4,0.013,640,0.296,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,81,8,4,0.014,648,0.297,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,82,8,4,0.012,656,0.298,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,84,8,4,0.014,664,0.302,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,83,8,4,0.017,672,0.306,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,85,8,4,0.018,680,0.310,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,86,8,4,0.016,688,0.311,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,87,8,4,0.014,696,0.321,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,88,8,4,0.016,704,0.323,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,89,8,4,0.012,712,0.325,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,90,8,4,0.014,720,0.327,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,92,8,4,0.015,728,0.335,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,93,8,4,0.015,736,0.339,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,91,8,4,0.024,744,0.340,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,94,8,4,0.017,752,0.344,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,95,8,4,0.012,760,0.346,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,97,8,4,0.011,768,0.352,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,96,8,4,0.016,776,0.354,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,99,8,4,0.012,784,0.359,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,98,8,4,0.016,792,0.360,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,100,8,4,0.013,800,0.364,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,101,8,4,0.015,808,0.370,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,102,8,4,0.013,816,0.373,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,103,8,4,0.013,824,0.374,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,104,8,4,0.010,832,0.376,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,105,8,4,0.011,840,0.380,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,108,8,4,0.012,848,0.386,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,106,8,4,0.017,856,0.390,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,109,8,4,0.012,864,0.392,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,107,8,4,0.021,872,0.396,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,110,8,4,0.010,880,0.399,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,111,8,4,0.011,888,0.401,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,112,8,4,0.014,896,0.405,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,113,8,4,0.015,904,0.409,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,114,8,4,0.013,912,0.413,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,115,8,4,0.014,920,0.416,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,116,8,4,0.011,928,0.418,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,117,8,4,0.014,936,0.424,66.7,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,118,8,4,0.013,944,0.427,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,119,8,4,0.012,952,0.429,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,120,8,4,0.011,960,0.431,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,121,8,4,0.012,968,0.434,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,123,8,4,0.013,976,0.438,100.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,122,8,4,0.016,984,0.439,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,124,8,4,0.016,992,0.443,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,125,8,4,0.012,1000,0.446,0.0,110.3
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,1,8,10,0.010,8,0.024,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,2,8,10,0.014,16,0.030,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,3,8,10,0.019,24,0.033,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,5,8,10,0.020,32,0.037,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,4,8,10,0.023,40,0.040,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,6,8,10,0.022,48,0.044,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,7,8,10,0.021,56,0.047,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,12,8,10,0.017,64,0.052,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,9,8,10,0.021,72,0.059,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,8,8,10,0.023,80,0.062,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,13,8,10,0.014,88,0.072,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,11,8,10,0.023,96,0.078,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,14,8,10,0.019,104,0.081,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,10,8,10,0.031,112,0.083,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,16,8,10,0.019,120,0.090,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,15,8,10,0.025,128,0.096,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,17,8,10,0.023,136,0.099,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,20,8,10,0.020,144,0.106,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,22,8,10,0.018,152,0.110,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,23,8,10,0.016,160,0.114,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,18,8,10,0.029,168,0.116,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,21,8,10,0.030,176,0.122,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,19,8,10,0.032,184,0.125,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,26,8,10,0.016,192,0.129,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,24,8,10,0.023,200,0.130,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,25,8,10,0.026,208,0.135,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,27,8,10,0.021,216,0.139,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,29,8,10,0.019,224,0.143,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,28,8,10,0.022,232,0.145,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,30,8,10,0.019,240,0.148,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,31,8,10,0.020,248,0.155,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,32,8,10,0.019,256,0.159,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,33,8,10,0.020,264,0.164,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,35,8,10,0.022,272,0.167,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,34,8,10,0.024,280,0.170,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,37,8,10,0.018,288,0.172,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,36,8,10,0.020,296,0.174,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,38,8,10,0.021,304,0.178,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,39,8,10,0.021,312,0.181,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,40,8,10,0.019,320,0.185,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,41,8,10,0.019,328,0.192,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,42,8,10,0.020,336,0.195,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,43,8,10,0.018,344,0.199,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,44,8,10,0.017,352,0.202,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,45,8,10,0.017,360,0.204,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,46,8,10,0.018,368,0.207,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,47,8,10,0.020,376,0.208,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,48,8,10,0.018,384,0.209,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,50,8,10,0.023,392,0.211,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,52,8,10,0.019,400,0.215,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,51,8,10,0.023,408,0.217,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,49,8,10,0.032,416,0.218,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,55,8,10,0.023,424,0.220,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,54,8,10,0.027,432,0.221,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,53,8,10,0.031,440,0.223,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,56,8,10,0.027,448,0.228,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,58,8,10,0.026,456,0.230,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,57,8,10,0.030,464,0.233,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,60,8,10,0.022,472,0.235,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,59,8,10,0.025,480,0.238,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,61,8,10,0.024,488,0.239,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,62,8,10,0.022,496,0.243,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,63,8,10,0.021,504,0.250,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,64,8,10,0.022,512,0.255,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,66,8,10,0.020,520,0.261,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,65,8,10,0.024,528,0.263,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,67,8,10,0.020,536,0.267,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,71,8,10,0.014,544,0.271,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,68,8,10,0.022,552,0.276,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,69,8,10,0.023,560,0.284,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,70,8,10,0.027,568,0.288,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,72,8,10,0.024,576,0.293,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,73,8,10,0.025,584,0.295,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,75,8,10,0.021,592,0.297,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,74,8,10,0.025,600,0.299,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,76,8,10,0.024,608,0.301,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,78,8,10,0.022,616,0.306,100.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,80,8,10,0.018,624,0.308,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,79,8,10,0.023,632,0.309,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,77,8,10,0.028,640,0.311,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,81,8,10,0.017,648,0.313,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,83,8,10,0.017,656,0.314,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,82,8,10,0.020,664,0.316,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,84,8,10,0.019,672,0.317,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,86,8,10,0.017,680,0.320,66.7,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,85,8,10,0.022,688,0.321,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,88,8,10,0.024,696,0.322,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,87,8,10,0.034,704,0.324,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,89,8,10,0.034,712,0.325,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,90,8,10,0.035,720,0.325,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,91,8,10,0.037,728,0.326,0.0,110.5
Milvus,NewsArticle_COSINE_32d_1000v,COSINE,32,1000,94,8,10,0.033,736,0.327,0.0,110.5
